,CVE_DOC,FECHA_DOC,NOMBRE_VENDEDOR,NOMBRE_CLIENTE,CANT,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO,MARGEN_UNITARIO_CALCULADO,MARGEN_TOTAL_CALCULADO
1267,F39541,2022-11-10,ALFREDO CANELA,OERLIKON BALZERS COATING MEXICO,4,TUA00175,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,401.65,401.65,9438.8,1606.58,1958.05,7832.22
